aal ale
faehre ferry
faehren ferries
faehrleute watermen
faehrmann waterman
faehrte track
faelle cases
faelschung falsification
faelschungen falsifications
faerbung coloring
faerbungen colorings
faesschen keg
faesser barrels
faeuste fists
faeustling mitten
faeustlinge mittens
fahne ensign
fahnen ensigns
fahnenstange flagstaff
fahnenstangen flagstaffs
fahrad bicycle
fahrgast passenger
fahrgeld carfare
fahrgestell undercarriage
fahrkarte ticket
fahrlaessigkeit negligence
fahrplan time-table
fahrrad bicycle
fahrraeder bicycles
fahrschein ticket
fahrscheine tickets
fahrspur lane
fahrwerk undercarriage
fahrwerke undercarriages
fahrzeug vehicle
fahrzeug- automotive
fahrzeuge vehicles
fairness fairness
faktor factor
faktoren factors
falke falcon
falken falcons
fall- downstream
falle pitfall
fallen pitfalls
fallobst windfall
fallschirm parachute
fallschirme parachutes
fallschirmspringer parachutist
falltuer trapdoor
falltueren trapdoors
falschheit falsehood
falte fold
falter folder
familie family
familien families
fan bigot
fans bigots
farad farads
farbe color
farben colors
farm farm
farmen ranches
farmer rancher
farn fern
fasan pheasant
fasane pheasants
faser fiber
fasern fibers
fass barrel
faulenzer bum
faulheit sloth
faust fist
faustschlaege fisticuffs
favorit favorite
februar february
feder feather
federhalter penholder
federn feathers
fehlanpassung maladjustment
fehlanpassungen maladjustments
fehlbetraege deficits
fehlbetrag deficit
fehler blemish
fehlerstelle flaw
fehlfunktion malfunction
fehlschuss miss
feier celebration
feierlichkeit ceremony
feierlichkeiten ceremonies
feiertag holiday
feiertage feasts
feigling coward
feind enemy
feinde enemies
feindschaft enmities
feindseligkeit animosity
feinheit nicety
feinheiten niceties
feld array
felder arrays
feldzug campaign
felge rim
felgen rims
fell pelt
felle pelts
fels rock
felsen rock
fenchel fennel
fenster window
fensterfluegel casement
fenstersims ledge
ferien vacation
fern- remote
fernglas binocular
fernlehrgaenge telecourses
fernlehrgang telecourse
fernrohr telescope
fernrohre telescopes
fernschreiber teleprinter
fernsehen tv
fernseher televisor
fernsehsendung telecast
fesselung ravishment
fest festival
festigkeit firmness
festland continent
festlichkeit festivity
festlichkeiten festivities
festplatz fairground
fett grease
fettleibigkeit obesities
fettschrift boldface
fetzen frazzle
feuchtigkeit humidity
feuchtigkeiten moistures
feuer fire
feuerstein flint
feuersteine flints
fichte fir
fieber fever
figuren figures
film film
filter filters
finanz finance
finanz- finicial
finger finger
fingerarbeit fingertips
fingerhuete thimbles
fingerhut foxglove
fink finch
finsternis darkness
firmen- corporate
fisch fish
fischbein whalebone
fische fishes
fischer fisherman
fischerei fishery
fischmilch milt
flachheit flatness
flachs flax
flaeschchen phial
flagge flag
flamme blaze
flammen flames
flansch flange
flanschkupplung half-coupling
flasche bottle
flaschen bottles
flaum fluff
flechte lichen
flechten lichens
fleck speck
flecken specks
fledermaeuse bats
flegel churl
fleisch meat
fleischbruehe broth
fleischwolf mincer
fleiss diligence
flexibilitaet flexibility
flieder lilac
fliege fly
fliehgewicht flyweight
fliehkraft- centrifugal
flirt flirtation
flirts flirtations
flittchen hussies
flitterwochen honeymoon
flocke flake
flocken flakes
floehe fleas
floesse rafts
floete flute
floeten flutes
floh flea
floss float
flosse fin
flossen fins
flotten navies
fluch curse
flucht escape
flueche curses
fluechtling refugee
fluechtlinge refugees
fluege flights
fluegel wings
fluesse rivers
fluessigkeit liquor
fluessigkeiten liquids
flug flight
flughafen airport
flugzeug aeroplane
flugzeuge aeroplanes
flugzeughalle hangar
flugzeughallen hangars
flunder flounder
fluss flow
flusspferd hippopotamus
flut flow
flut- tidal
flutlicht floodlight
foerderer conveyor
foerderung delivery
foerderungen furtherances
foermlichkeit formality
foermlichkeiten formalities
foerster woodman
fohlen foal
folge suite
folgen sequels
folgerung implication
folgerungen inferences
forderung demand
forelle trout
formatierung formatting
formel formula
formeln formulas
formfeeds formfeeds
formlosigkeit informality
forscher researcher
forschung research
fortbewegung locomotion
fortschritt advance
fortschritte proceedings
fortsetzung continuation
fortsetzungen continuations
fotografie photograph
fracht cargo
frachtvertraege charters
fraeulein miss
frage query
fragebogen questionaire
fragen queries
fragesteller questioner
frankreich france
franzose frenchman
fratze grimace
fratzen grimaces
frau wife
frauen wives
frechheit effrontery
frechheiten effronteries
freigebigkeit munificence
freigebigkeiten munificences
freigiebigkeit bounty
freihand- freehand
freiheit freedom
freiheiten freedoms
freispruch acquittal
freitag friday
freitage fridays
freiwillige volunteers
freiwilliger volunteer
freizuegigkeit liberality
fremde strangers
fremder stranger
frequenz frequency
frequenzen frequencies
freude enjoyment
freuden enjoyments
freudenfest whoopee
freudenfeste whoopees
freudenfeuer bonfire
freund boyfriend
freunde friends
freundin girlfriend
freundlichkeit cheerfulness
freundschaft amity
freundschaften amities
friede peace
friedhoefe cemeteries
friedhof cementery
frische freshness
friseur barber
friseure coiffeurs
frist reprieve
fristen respites
froehlichkeit gaiety
froehlichkeiten mirths
froesche frogs
frosch frog
frost frost
frostbeule chilblain
frostbeulen chilblains
frtageboegen questionaires
frucht fruit
fruchtbarkeit fertility
fruechte fruits
fruehling spring
fruehstueck breakfast
frustration frustration
fuchs fox
fuchs- vulpine
fuchsie fuchsia
fuchsien fuchsias
fuechse foxes
fuehler tentacle
fuehrer captains
fuehrerschein driving-license
fuehrungen guidances
fuelle fullness
fuellen fillies
fueller fillers
fuellungen stuffings
fuerbitte intercession
fuerbitten intercessions
fuerwort pronoun
fuesse feet
fuhrleute carters
fuhrmann carter
fundament footing
fundamente basements
fungfrau virgin
funktion function
funktionen functions
funktionsweise functionality
furche furrow
furchen furrows
furcht dread
furnier veneer
furniere veneers
fuss foot
fussball football
fussballspieler kicker
fussboden floor
fussboeden floors
fussgaenger pedestrian
fussnote footnote
fussweg footpath
fusszeile footer
fusszeilen footers
futter fodder
gabe gift
gabel fork
gabelfruehstueck lunch
gabeln forks
gaben donations
gaense geese
gaensebluemchen daisies
gaenserich gander
gaertner gardener
gaerung fermentation
gaeste guests
gaestezimmer guestroom
gala- fulldress
galerie gallery
galgen gallows
galle bile
gallone gallon
gameport gameport
gang gait
gangster bandit
gans goose
ganzzahlen integers
garage garage
garagen garages
garantie warranty
garantieen guaranties
garantien guarantees
garderobe warderobe
garderoben warderobes
garten garden
gartenarbeit gardening
gartenbau horticulture
gartenweg garden-path
gassenjunge ragamuffin
gassenjungen ragamuffins
gast guest
gastfreundschaft hospitality
gasthaeuser taverns
gasthaus tavern
gasthoefe inns
gasthof inn
gatte husband
gatten spouses
gattin wife
gaumen palate
gauner knaves
gaunerei knavery
gaunereien knaveries
gaze gauze
geaechtete outlaws
geaechteter outlaw
gebaeck pastry
gebaermutter uterus
gebaeude building
gebet prayer
gebinde wreath
geblaese blower
gebot commandment
gebote commandments
gebraeu concoction
gebuehr tax
gebuesch shrubbery
gebuesche shrubberies
geburt birth
geburten nativities
geburts- natal
geburtshilfe midwifery
geburtshilfen midwiferies
geburtstag birthday
geburtstage birthdays
geburtswehen throes
gedaechtnis memory
gedaechtnisse memories
gedanke thought
gedankenstrich dash
gedicht ode
gedichte odes
gedraenge throng
geduld patience
gefaehrte companion
gefaelligkeit complaisance
gefaelligkeiten complaisances
gefaengnis jail
gefaengnisse jails
gefaess vessel
gefaesse vessels
gefahr danger
gefahren perils
gefangener prisoner
gefangenschaft captivity
gefangenschaften captivities
gefieder plumage
gefluegel fowl
gefluester whisper
gefraessigkeiten voracities
gefuehl emotion
gefuehle emotions
gegend region
gegenden districts
gegenleistung consideration
gegenseite opposition
gegenseitigkeit reciprocity
gegenstand object
gegenstueck analogue
gegenstuecke counterparts
gegenteil opposite
gegenwart presence
gegner adversaries
gehaelter stipends
gehalt salary
geheimmittel nostrum
geheimnis mystery
geheimnisse mysteries
gehilfe helpmate
gehilfen helpmates
gehirn brains
gehoeft farmstead
gehoefte farmsteads
gehoelz grove
gehoelze groves
gehorsam obedience
gehweg pavement
gehwege pavements
geier vulture
geige fiddle
geigen fiddles
geiger fiddler
geisel hostage
geiseln hostages
geist ghost
geister spirits
geistesblitz brainwave
geistlicher clergyman
geiz avarice
geizhaelse niggards
geizhals miser
geizkragen misers
geklaeff yelp
gelaechter guffaw
gelaender balustrade
gelaeut peal
gelage carousal
gelbsucht jaundice
geld money
geld- monetary
geldgeber investor
geldschrank safe
geldstueck coin
gelee jelly
gelees jellies
gelegenheit chance
gelegenheiten chances
gelehrigkeit docility
gelehrte savants
gelehrter savant
geleit convoy
geleitzuege convoys
geliebte lady-love
gemaelde paintings
gemeinden communities
gemeinheit baseness
gemeinheiten basenesses
gemeinschaft community
gemeinschaften corporations
gemisch medley
gemische miscellanies
gemuese vegetable
genauigkeit accuracy
genehmigung approval
generationen generations
generator generator
genesung convalescence
genialitaet ingenuity
genie genius
genies wizzes
genugtuung satisfaction
genuss gender
geometrie geometry
gepaeck baggage
gepaecktraeger porter
gepaeckwagen baggagecar
geraet device
geraete devices
geraeusch noise
geraeusche noises
gerber tanner
gerberei tannery
gerbereien tanneries
gerechtigkeit justice
gerippe scrag
geroell bolder
gerste barley
geruch odor
geruchs- olfactory
gerueche odors
geruecht rumor
geruechte rumors
geruest scaffold
gerueste scaffolds
gesaenge chants
gesaess buttocks
gesamt- over-all
gesamtheit entirety
gesamtheiten totalities
gesang chant
geschaeft business
geschaefte bargains
geschaeftsinhaber shopkeeper
geschaeftsleute tradesmen
geschaeftsmann businessman
geschenk present
geschenkkoerbe hampers
geschenkkorb hamper
geschichte history
geschichten tales
geschick skill
geschlecht sex
geschlechter sexes
geschlechts- venereal
geschlossenheit closeness
geschmack flavor
geschoss missile
geschosse missiles
geschrei clamor
geschwaetz flubdub
geschwindigkeit celerity
geschwindigkeiten celerities
geschworene jurors
geschworener juror
geschwuer ulcer
geschwuere ulcers
gesellschaft society
gesellschaften companionships
gesetz law
gesetze laws
gesicht face
gesichtswinkel viewpoint
gesindel vermins
gespenst spectre
gespraech conversation
gestaendnis confession
gestaenge linkage
gestalt figure
gestalten shapes
gestaltung formation
gestank stench
geste gesture
gestell rack
gestelle racks
gesten gestures
gestruepp brushwood
gesundheit health
gesundheits- sanitary
gesundheitspflege sanitation
getoese bluster
getraenk beverage
getraenke beverages
getreide cereal
getriebe gear
gewaechshaus greenhouse
gewaehrleistung warrantee
gewaender garbs
gewaesser waters
gewahrsam ward
gewalt force
gewalten mights
gewalttaetigkeiten outrages
gewalttaetikeit outrage
gewand garb
gewandtheit dexterity
gewebe texture
gewehr gun
gewehre guns
gewerkschaftler unionist
gewicht heft
gewichte hefts
gewinde thread
gewinn asset
gewinne winnings
gewinner winner
gewissen conscience
gewissenhaftigkeit consciousness
gewissensbisse remorse
gewitter tempest
gewoehnung customization
gewoelbe vault
gewohnheit custom
gewohnheiten customs
gewuerz spice
gezeiten tide
gier greed
giesserei foundry
giesskanne watering-can
gift poison
gifte poisons
giftstoff toxin
giftstoffe toxins
gipfel acme
girlande festoon
girlanden festoons
gitarre guitar
gitarren guitars
gitter grid
glaette sleekness
glaeubige believers
glaeubiger believer
glanz brilliance
glas glass
glaser glazier
glasuren glazes
glaube estimation
gleichfoermigkeit uniformity
gleichfoermigkeiten uniformities
gleichgewicht balance
gleichgueltigkeit indifference
gleichheit equality
gleichheitszeichen equals
gleichnis parable
gleichnisse parables
gletscher glacer
glied limb
glieder limbs
glocke bell
glockentuerme belfries
glockenturm belfry
glossen glosses
glueck luck
gluecklicherweise fortunately
gluecksfaelle lucks
glueckwunsch congratulation
gluehbirne bulb
glut fervency
gnom gnome
gnome gnomes
gobelin tapestry
goettin goddes
gold gold
goldklumpen nugget
golf gulf
golfe gulfs
gosse gutter
gossen gutters
gott god
gottheit deity
gottheiten deities
grab grave
graben ditch
grabstein tombstone
grabsteine tombstones
grad deg
gradation gradation
graeben ditches
graeber sepulchers
graeser grasses
grafik graphic
grafiken graphics
grafschaft county
gram grief
gramm gramme
grammatik grammar
gras grass
grasnarben sods
grat ridge
grate spines
graubaer grizzly
graubaeren grizzlies
grausamkeit cruelty
grausamkeiten cruelties
greisenalter senility
grenze boundary
grenzen boundaries
grenzstein landmark
grenzsteine landmarks
griff grasp
griffel pen
grill barbecue
grimm fierceness
grinsen grin
grippe influenza
groesse bulk
groessen magnitudes
grog toddy
grogs toddies
groll dudgeon
grossbuchstaben capitals
grosseltern grandparents
grosshaendler wholesaler
grosshandel wholesale
grossmut generosity
