aal ale
vorliebe affectation
vorlieben affectations
vormittag forenoon
vormundschaft tutelage
vormundschaften tutelages
vorname firstname
vorraenge primacies
vorraete hoards
vorraeume vestibules
vorrang precedence
vorrat hoard
vorratskammer pantry
vorratskammern pantries
vorraum vestibule
vorrecht privilege
vorrichtung appliance
vorrichtungen appliances
vorschau preview
vorschauen prewievs
vorschlaege proposals
vorschlag proposal
vorschrift precept
vorschriften prescriptions
vorsicht attention
vorsichtsmassnahme caveat
vorsichtsmassnahmen caveats
vorsichtsmassregeln cautions
vorsilbe prefix
vorsitz presidency
vorsitzender chairman
vorsorge precaution
vorsorgen precautions
vorspann leader
vorspiel prelude
vorspiele preludes
vorstadt suburb
vorstaedte suburbs
vorstellung association
vorstellungen beliefs
vorstoss thrust
vortaeuschung pretence
vortaeuschungen pretences
vorteil advantage
vorteile advantages
vortraege recitations
vortrag recital
vortragssaal lyceum
vortragssaele lyceums
vortrefflichkeit excellence
vortrupps vanguards
voruebergehender passer-by
vorurteil preconception
vorurteile prejudices
vorwahlen prefixes
vorwegnahme anticipation
vorwort preface
vorwuerfe reprovals
vorwurf reproach
vorzuege preferences
vorzug preference
vulkan volcano
vulkane volcanoes
wabe honeycomb
waben honeycombs
wache sentinel
wachen sentinels
wachhund watchdog
wachhunde watchdogs
wachs wax
wachsamkeit vigilance
wachsamkeiten vigilances
wachstuch oilcloth
wachstum adolescence
wachtel quail
wachteln quails
waechter watchman
waehler dialer
waelder forests
waende walls
waerme caloric
waerter caretaker
waesche washings
waescheklammer clothespin
waescheklammern clothespins
waescher washer
waescherei laundry
waeschereien laundries
waescherin laundress
waescherinnen laundresses
waffe weapon
waffel wafer
waffeln waffles
waffen arms
wagen cars
wagenvorschub carriage
waggon waggon
waggons waggons
wahl choice
wahlen elections
wahlmoeglichkeit option
wahlwiederholung redialing
wahlzettel ballots
wahnsinn frenzy
wahnsinnige madmen
wahnsinniger madman
wahrheit truth
wahrnehmung perception
wahrscheinlichkeit likelihood
wahrscheinlichkeiten probabilities
wahrscheinlichkeitt verisimilitude
wahrzeichen emblem
waise orphan
waisen orphans
waisenhaeuser orphanages
waisenhaus orphanage
wal whale
wald forest
waldhoerner bugles
waldhorn bugle
wale whales
walfaenge whalings
walfaenger whaler
walfang whaling
wall rampart
walle ramparts
walnuesse walnuts
walnuss walnut
walroesser walrusses
walross walrus
walzer waltz
wand wall
wandel vicissitude
wanderer rambler
wanderschaft peregrination
wanderschaften peregrinations
wanderung migration
wanderungen migrations
wankelmut fickleness
ware commodity
waren commodities
warneinrichtung alarm
warnung warning
warnungen premonitions
wartezeit latency
wartungen maintenances
warum why
warze wart
warzen warts
waschbaer racoon
waschlappen washrag
waschraeume lavatories
waschraum lavatory
waschsalon laundrette
waschsalons laundrettes
wasser water
wasserfaelle cascades
wasserfall cascade
wasserfarbe watercolor
wasserfarben watercolors
wasserflugzeug hydroplane
wasserflugzeuge hydroplanes
wasserleitung aqueduct
wasserleitungen aqueducts
wassermelone watermelon
wassermelonen watermelons
wasserscheu hydrophobia
wasserwerke waterworks
watt watts
wattierungen waddings
weber weaver
wechselbeziehung inter-relation
wechselfaelle vicissitudes
wechselstromgenerator alternator
weg road
wege lanes
wegraender waysides
wegrand wayside
wegweiser signpost
weiblichkeit womanhood
weichlich mollycoddle
weichling milksop
weichlinge milksops
weide pasture
weiden pastures
weiden- wicker
weigerung refusal
weihnachten christmas
weihnachtslied carol
weihnachtslieder carols
weile while
weilen whiles
wein wine
weinberg vineyard
weinberge vineyards
weine wines
weinlese vintage
weinlesen vintages
weintraube grape
weintrauben grapes
weise manner
weisen manners
weisheit wisdom
weisheiten wisdoms
weisse whiteness
weizen wheat
wellblechhuette quonset
wellblechhuetten quonsets
welle billow
wellen billows
wellenanlage shafting
wellenform undulation
wellenformen undulations
wellensittich budgerigar
welpe whelp
welpen whelps
welt world
welten worlds
werkstaetten workshops
werkstatt workshop
werktag workday
werktage workdays
werkzeug tool
werkzeuge tools
wert defaultvorgegebene
werte values
wertigkeit valency
wertlosigkeiten trinkets
wertsachen valuables
wesen entity
wespe wasp
wespen wasps
weste vest
westen occident
wettbewerb competition
wettbewerbe contentions
wette bet
wetten bets
wetter weather
wetterfahne vane
wetterfahnen vanes
wetterkunde meteorology
wettkampf contest
wettstreit contention
wichtigkeit importance
wideraufnahmen resumptions
widerlegung disproof
widerlegungen disproofs
widerruf revocation
widerspruch contradiction
widersprueche contradictions
widerstaende resistors
widerstand resistance
widerstandsfaehigkeit hardiness
widerstreben reluctance
widerwille distaste
widmung dedication
widmungen dedications
wie how
wiederannaeherung rapprochement
wiederannaeherungen rapprochements
wiederaufbau reconstruction
wiederaufnahme resumption
wiederbelebung revival
wiedereintritt reentry
wiedergabe rendition
wiedergaben renditions
wiederherstellung recovery
wiederholung iteration
wiederholungen iterations
wiedervereinigung reunification
wiedervereinigungen reunifications
wiege cradle
wiegen cradles
wiese meadow
wiesel weasel
wiesen meadows
wildbret venison
wildcard wildcard
wildcards wildcards
wilddieb poacher
wilddiebe poachers
wildheit ferocity
wildhueter gamekeeper
wildnis wilderness
wildnisse wildernesses
wille volition
willenskraefte volitions
willigkeit willingness
willkuer arbitrariness
wimper eyelash
wimpern cilia
wind wind
winde windlass
windel nappy
windeln nappies
winden windlasses
windhund greyhound
windmuehle windmill
windmuehlen windmills
windowing windowing
windungen windings
winkel angle
winter winter
wir we
wirbel vertebra
wirbelstuerme cyclones
wirbelsturm cyclone
wirbelwind whirlwind
wirbelwinde whirlwinds
wirklich truly
wirklichkeit reality
wirklichkeiten truthes
wirksamkeit effectiveness
wirksamkeiten efficacies
wirkung effect
wirkungen efficiencies
wirkungsgrad efficiency
wirrwar clutter
wirrwarr muss
wirt host
wirte hosts
wirtin hostess
wisch wisp
wissenschaft science
wissenschaften sciences
wissenschaftler scientist
witterungen weathers
witwe relict
witwen relicts
witwer widower
witz gag
witzbold buffoon
witzbolde buffoons
witze gags
woche week
wochen weeks
wochenende week-end
woelfe wolves
woerter words
woerterbuch glossary
woerterbuecher dictionaries
woerterverzeichnisse vocabularies
wohl weal
wohlstand wealth
wohltat benefaction
wohltaten benefactions
wohlwollen benevolence
wohnsitz domicile
wohnung dwelling
wohnungen habitations
wohnwagen caravan
wohnzimmer parlor
wolf wolf
wolke cloud
wolken clouds
wolkenbruch cloudburst
wolkenkratzer skyscraper
wolle wool
wolljacke cardigan
wolljacken cardigans
wort word
worterguesse verbiages
wortlaute wordings
wortschwall verbiage
wortumbruch wordwrap
wrack wreck
wracks wrecks
wucher usury
wucherer usurer
wuensche wishes
wuerdigung appreciation
wuerfel cube
wuermer worms
wuerste sausages
wuerze condiment
wuerzen seasonings
wueste desert
wuestling libertine
wuestlinge libertines
wunde wound
wunder marvel
wunsch wish
wuoten quotas
wurf throw
wurm worm
wurst sausage
wurzel root
wut rage
xanthippe shrew
xanthippen shrews
yacht yacht
zacken jags
zaehigkeit tenacity
zaehler counter
zaehne teeth
zaepfchen uvula
zaertlichkeit tenderness
zaertlichkeiten fondnesses
zaeune corralls
zahlung donation
zahlungen payments
zahn tooth
zahnarzt dentist
zahnbuerste tooth-brush
zahnschmerzen toothache
zahnstange rack
zahnstocher toothpick
zankteufel virago
zapfen pin
zar tsar
zare tsars
zauberei necromancy
zaubereien necromancies
zauberer conjurer
zauberin fairy
zauberinnen fairies
zaun fence
zaunkoenig wren
zaunkoenige wrens
zecher toper
zehe toe
zeichen char
zeichensaetze fonts
zeichenschablone template
zeichner drawers
zeichnung painting
zeichnungen drawings
zeigefinger forefinger
zeiger locator
zeile line
zeilen lines
zeilenvorschub linefeed
zeilenvorschuebe linefeeds
zeit time
zeiteinteilungen timings
zeiten tenses
zeittafel timetable
zeitung newspaper
zeitungen bulletins
zeitvertreib pastime
zellen cells
zelt marquee
zeltbahnen canvasses
zelte marquees
zement cement
zensur censorship
zensuren censorships
zentren centres
zentrifugal- centrifugal
zentrum centre
zerstaeuber sprayer
zerstoerung deletion
zerstoerungen deletions
zerstueckelung fragmentation
zeug trinket
zeuge witness
zeugnis testimonial
zeugnisse testimonials
zi chambers
ziege goat
ziegel brick
ziegelstein brick
ziegen goats
ziel aim
ziele targets
zielpunkt goal
ziffern digits
zigarette cigarette
zigarre cigar
zigarren cigars
zigeuner gipsies
zimmer chamber
zimmerdecke ceiling
zimmermaedchen parlormaid
zimmermann carpenter
zinn tin
zirkus circus
zitrone lemon
zitronen citrons
zitronensaft lemon-juice
zittern trepidation
zitze tit
zitzen tits
zobel sable
zoegern indecision
zoll duane
zone area
zonen areas
zorn anger
zubehoer accessories
zucker sugar
zuckung convulsion
zuckungen convulsions
zuechter breeder
zuege lineaments
zuendholz match
zufaelle hazards
zufall coincidence
zuflucht refuge
zufluchten refuges
zufuehrung feeding
zug lineament
zugang ingress
zuge tractions
zugestaendnis concession
zugestaendnisse concessions
zugriff access
zuhoererschaft audience
zukunft futures
zulage extra-pay
zuletzt lastly
zuneigung affection
zunge tongue
zungen tongues
zurueckhaltung restraint
zusammenarbeit collaboration
zusammenfassung summary
zusammenhaenge coherences
zusammenhang coherence
zusammenhanglosigkeit incoherence
zusammenhanglosigkeiten incoherences
zusammensetzung composition
zusammenstellungen arrangements
zusammenstoss clash
zusatz addition
zuschauer bystander
zuschnitt tailor
zusicherungen confirmations
zustand condition
zustimmung agreement
zustimmungen approbations
zuteilung ration
zuteilungen rations
zutritt admittance
zutritte admittances
zuverlaessigkeit reliability
zuweisung assignment
zuweisungen assignments
zwaenge coercions
zwang coercion
zwangs- forced
zweck purpose
zweifel doubt
zweig branch
zweige branches
zweitakt two-stroke
zwerchfell midriff
zwerchfelle midriffs
zwerg dwarf
zwerge dwarfs
zwiebel onion
zwiebeln bulbs
zwielicht twilight
zwietracht dissension
zwilling twin
zwinkern wink
zwischenfall incident
zwischenkuehler intercooler
zwischenlektion intersection
zwischenspiel interlude
zwischenspiele interludes
zwischenstueck adaptor
zwischenzeit meantime
zyklus cycle
zylinder cylinder
zynismus cynicism
feder feather
ab detersschreckt
abbrechen abort
abbrechend aborting
abenteuerlich adventurous
aber but
aberglaeubisch superstitious
abfassen indite
abfassend inditing
abflachen flatten
abfragen inquire
abfuehren discharge
abfuehrend laxativ
abgebildet mapped
abgebrochen aborted
abgedroschen hackneyed
abgefasst indited
abgefragt prompted
abgegossen decanted
abgegrast grazed
abgehalten detained
abgeirrt strayed
abgekuerzte abbreviated
abgelegen remote
abgelegt discarded
abgelehnt deprecated
abgeleitet deduced
abgelenkt deflected
abgeleugnet abnegated
abgeloest redeemed
abgeneigt averse
abgenommen waned
abgeprallt rebounded
abgerackert fagged
abgeraten dissuaded
abgereist departed
abgerieben towelled
abgesahnt skimmed
abgeschafft abolished
abgeschirmt shielded
abgeschnallt unstrapped
abgeschnitten cropped
abgeschoben deported
abgeschraegt canted
abgeschreckt deterred
abgeschwaecht extenuated
abgeschweift digressed
abgesetzt degradet
abgesondert isolated
abgestimmt attuned
abgestuerzt crashed
abgestuft graduated
abgestumpft deadened
abgewaehlte deselected
abgewandt averted
abgewartet bided
abgewehrt fended
abgewertet devalued
abgewickelt liquidated
abgewiesen repulsed
abgezielt tended
abgezogen deducted
abgiessen decant
abgiessend decanting
abgrasen graze
abgrasend grazing
abgreagieren abreact
abhacken chopp
abhaengen depend
abhaengig dependent
abhalten detain
abhaltend detainig
abirren stray
abirrend straying
abkuerzen abbreviate
ablassen drain
ablegend depositing
ablehnen deprecate
ablehnend deprecating
ableiten derivate
ableitend deducing
ablenken distract
ablenkend deflecting
ableugnen abnegate
abloesen unsolder
abloesend unsoldering
abnehmbar detachable
abnehmen wane
abnehmend waning
abprallen recoil
abprallend rebounding
abrackern fag
abrackernd fagging
abraten dissuade
abratend dissuading
abreagierend abreacting
abreagiert abreacted
abreibend towelling
abreisen depart
abreisend departing
abrufen fetch
absahnen skim
absahnend skimming
abschaffen abolish
abschaffend abolishing
abscheulich abhorrent
abschieben deport
abschiebend deporting
abschliessend final
abschnallen unstrap
abschnallend unstrapping
abschneiden clipping
abschneidend cutting
abschrecken deter
abschreckend deterrent
abschreibend transcribing
abschwaechen extenuate
abschwaechend extenuating
abschweifen digress
abschweifend excursive
abseits offside
absichtlich intentional
absolut absolute
absondern excude
absondernd isolating
absteigend descending
abstimmbar tuneable
abstimmen tune
abstimmend coordinating
abstossend forbidding
abstrahlend beaming
abstrakt abstractly
abstreifen wipe
abstufen graduate
abstufend graduating
abstumpfen deaden
abstumpfend deadening
abtrennen detach
abwaehlen deselect
abwandeln variegate
abwarten bide
abwechselnd alternately
abwegig devious
abwehren fend
abwehrend fending
abweichen differ
abweichend dissonant
abweisen repulse
abweisend denying
abwenden avert
abwendend averting
abwerten devalue
abwertend devaluing
abwesend absent
abwickeln liquidate
abwickelnd transacting
abziehen deduct
abziehend deducting
abzielen tend
abzielend tending
abzweigen offset
acht eight
achtbar creditable
achte eighth
achtend esteeming
achtet esteems
achtsam observant
achtzehn eighteen
achtzehnte eighteenth
achtzig eighty
adressierend addressing
adressiert addressed
aehnlich likewise
aelter older
aelteste oldest
aeltlich oldish
aenderbare changeable
aendern alter
aendernd altering
aendert changes
aengstlich anxious
aergerlich angrily
aergerlicher angrier
aergerlichste angriest
aergern bother
aergernd fretting
aergert galls
aermer needier
aermste neediest
aerztlich medically
aeussernd uttering
aeusserst utmost
aeussert utters
affig apish
afrikanisch african
ahnen forebode
ahnend foreboding
aktiv actively
aktive active
aktivieren activate
aktiviert activates
aktivierte activated
aktualisiert updated
aktuell actually
aktuelle actual
albern fatuous
alkoholisch spirituous
alkoholische alcoholic
alle all
allein alone
alleine alone
alles everything
allgegenwaertig ubiquitous
allgemein abstract
allmaehlich gradually
allumfassend overall
allwissend omniscient
alphabetisch alphabetically
alphanumerische alphanumeric
als than
alt ancient
alternativ alternatively
altersschwach decrepit
altklug precocious
altmodisch old-fashioned
amber amber
ambindend tethering
amerikanische american
amortisierte amortized
amputieren amputate
amputierend amputating
amputiert amputates
amputierte amputated
amtieren officiate
amtierend officiating
amtiert officiates
amtierte officiated
amtlich official
amuesieren amuse
amuesierend amusing
amuesiert amuses
amuesierte amused
an adoresbetet
analog analogue
analysieren analyze
analysierte analyzed
anbeten adore
anbetungswuerdig adorable
anbieten offer
anbietend offering
anblitzen glare
anblitzend glaring
anbrechen broach
anbringen attach
andaechtig devout
andauert persists
andere other
andernfalls otherwise
anderswo elsewhere
andeuten insinuate
andeutend insinuating
anecken scandalize
aneckend scandalizing
aneignen usurp
anerkennend acknowledging
anfaellig prone
anfaenglich initially
anfahren snub
anfahrend snubbing
anfeuchtend wetting
anflehen implore
anflehend imploring
anfordern demand
anfuegen annex
anfuegend annexing
anfuehren lead
anfuellen fulfill
angeberisch swankily
angebetet adored
angeblich alleged
angeblitzt glared
angeboren congenital
angeborene innate
angeboten offered
angebunden tethered
angedeutet insinuated
angeeckt scandalized
angefahren snubbed
angefangen commenced
angefeuchtet wetted
angefordert requisited
angefuegt annexed
angegrenzt adjoined
angegriffen affronted
angehaengt adhered
angehaengte appended
angehaeuft accumulated
angehalten stopped
angeheftet clinched
angeheitert tipsily
angehoben lifted
angeklagt impeached
angeklammert clinged
angekleidet habited
angekocht parboiled
angekommen arrived
angekuendigt advertised
angelehnt ajar
angemasst arroganted
angemessen adequate
angenehm agreeable
angenommen accepted
angeordnet disposed
angepackt tackled
angepasst accomodated
angepasste adapted
angeprangert pilloried
angeregt animated
angereichert enriched
angerempelt jostled
angeschafft purchased
angeschaltet powered
angeschlagen struck
angeschnallt strapped
angesehen faced
angesiedelt located
angespielt alluded
angespornt incited
angesprochen accosted
angesteckt infected
angestiftet instigated
angestiftete abetted
angestrengt strained
angewachsen increased
angewandt applied
angezeigt indicated
angezogen attracted
angezuendet kindled
angezweifelt doubted
angreifen affront
angreifend affronting
angrenzen adjoin
angrenzend adjoining
anhaengen append
anhaengend appending
anhaenglich devoted
anhaeufen pile
anhaeufend accumulating
anhaftend adherent
anhaltend resting
anheben jack
anheften attach
anheftend attaching
anheimelnd quaint
anheuern charter
anklagen accuse
anklagend impeaching
anklammernd clinging
anklebend pasting
ankleidend habiting
anknuepfen contacting
ankochen parboil
ankommen arrive
ankommend arriving
ankuendigen advertise
ankuendigend advertising
anmassen arrogante
anmassend arroganting
anmerkend annotating
anmutig graceful
annaehern appropiate
annaehernd roughly
annehmbar acceptable
annehmbare acceptable
annehmbarer receivablier
annehmen assume
annehmend assuming
annulieren invalidate
annulliert annuls
anonym anonymous
anordnen dispose
anordnend disposing
anormal anomalous
anpackend tackling
anpassen accommodate
anpassend adjusting
anpassungsfaehig flexible
anprangernd pillorying
anregen animate
anregend animating
anreichern concentrate
anreichernd enriching
anrempeln jostle
anrempelnd jostling
ansammeln accumulate
anscheinend apparent
anschliessen connect
anschnallend strapping
ansehnlich respectable
anspielen allude
anspielend alluding
anspornen incite
anspornend spuring
ansprechbar responsive
ansprechen accost
ansprechend accosting
anspruchslos unassuming
anstaendig decent
anstecken infect
ansteckend contagious
ansteigen upswing
anstelle instead
anstiften abet
anstiftend abetting
anstoessig obnoxious
anstossen nudge
anstrengen strain
anstrengend straining
antreiben drive
antworten reply
antwortend answering
antwortet answers
antwortete replied
anullieren annul
anvertrauen commit
anvertrauend entrusting
anvertraut entrusted
anwachsend increasing
anwendbar applicable
anwenden apply
anwendend applying
anwerfen actuate
anwesend aboard
anzeigen indicate
anzeigend indicating
anziehen attract
anziehend attracting
anzuenden kindle
appetitanregend appetizing
applaudierend applauding
applaudiert applauds
applaudierte applauded
arbeiten work
arbeitend tasking
arbeitet operates
arbeitete worked
arbeitslos unemployed
archivierende archiving
archiviert archived
archivierte archival
arglistig guileful
arglos unsuspecting
arithmetisch arithmetic
arm indigent
armselig squalid
arrangierend arranging
arrangiert arranges
arretieren lock
artig bravely
aschig ashy
ass ate
astronomisch astronomical
atemlos breathless
atmen breathe
atmet breathes
atomar atomic
atomisieren atomize
atomisierend atomizing
atomisiert atomized
auch also
auf adjournsschiebt
aufatmen respire
aufatmend respiring
aufbauen build
aufbereiten grab
aufbewahrt preserved
aufbinden untie
aufblaehen inflate
aufblaehend inflating
aufblasen bloat
aufblasend bloating
aufbrausen effervesce
aufbrausend effervescing
aufbrechen decamp
aufbrechend decamping
aufbringend sparing
aufbuerdend imposing
aufdecken unhide
aufdeckend disclosing
aufdraengen obtrude
aufdraengend obtruding
aufdringlich gratingly
aufdruecken imprint
aufdrueckend imprinting
aufeinanderfolgend sequent
aufeinanderfolgende successive
auferlegen enjoin
auferlegend enjoining
auferlegt enjoined
auffallend conspicuous
auffangend intercepting
auffindbar detectable
aufforsten reforest
aufforstend reforesting
auffrischen freshen
auffrischend refreshing
auffuellen refill
auffuellend refilling
aufgeatmet respired
aufgeben abandon
aufgebend abandoning
aufgeblasene bloated
aufgebraust effervesced
aufgebrochen decamped
aufgebuerdet imposed
aufgebunden untied
aufgedeckt uncovered
aufgedraengt obtruded
aufgedrueckt imprinted
aufgefangen intercepted
aufgeforstet reforested
aufgefuellt refilled
aufgegeben capitulated
aufgegriffen grabbed
aufgehakt unhooked
aufgehoben abrogated
aufgehoert ceased
aufgeklaert undeceived
aufgeklinkt unlatched
aufgeknoepft unbuttoned
aufgelauert waylaid
aufgelehnt revolted
aufgelistet listed
aufgeloest disintagrated
aufgemacht unclasped
aufgemoebelt reconditioned
aufgenommen absorbed
aufgepulvert doped
aufgeraeumt tidy
aufgeregt excited
aufgerollt unrolled
aufgeruestet rearmed
aufgerufen invoked
aufgeschnuert unlaced
aufgeschoben adjourned
aufgeschreckt scared
aufgesogen sponged
aufgestiegen ascended
aufgestossen belched
aufgeteilt partitioned
aufgewaermt rehashed
aufgewandt expended
aufgeweckt aroused
aufgeweicht softened
aufgewickelt coiled
aufgewischt swabbed
aufgezeichnet logged
aufgezogen nurtured
aufgliedern dissect
aufhaengen suspend
aufhaken unhook
aufhakend unhooking
aufheben abrogate
aufhebend abrogating
aufhellen brighten
aufhoeren cease
aufklaeren undeceive
aufklaerend undeceiving
aufklinken unlatch
aufklinkend unlatching
aufknoepfen unbutton
aufknoepfend unbuttoning
aufkommend upcomming
auflauern waylay
auflauernd waylaying
auflisten list
aufloesen disintegrate
aufloesend disintegrating
aufmachen unclasp
aufmachend unclasping
aufmerksam attentive
aufmoebeln recondition
aufmoebelnd reconditioning
aufnehmen absorb
aufnehmend absorbing
aufpolieren refurbish
aufpolierend refurbishing
aufpoliert refurbished
aufprallen thud
aufpulvern dope
aufpulvernd doping
aufrecht uprightly
aufrechterhalten uphold
aufrechterhaltend upholding
aufregen fluster
aufregend exciting
aufrichtig candid
aufrollen unroll
aufrollend unrolling
aufruehrerisch seditionous
aufruesten rearm
aufruestend rearming
aufrufbar callable
aufrufen invoice
aufsaessig insubordinate
aufsaugend sponging
aufschieben adjourn
aufschiebend adjourning
aufschnueren unlace
aufschnuerend unlacing
aufschrecken scare
aufschreckend scaring
aufsehenerregend startling
aufsteigen ascend
aufsteigende ascending
aufstellen establish
aufstossen belch
aufstossend belching
auftauchen emerge
auftauchend emerging
aufteilend partitioning
auftreten occur
aufwachen wakeup
aufwaermen rehash
aufwaermend rehashing
aufwaerts upward
aufwecken arouse
aufweckend arousing
aufweichen soften
aufweiten flare
aufwenden expend
aufwendend expending
aufwendig expendable
aufwerten valorize
aufwickeln coil
aufwickelnd coiling
aufwischen swab
aufwischend swabbing
aufzaehlen enumerate
aufzaehlend enumerating
aufzeichnen log
aufzeichnend recording
aufziehen razz
aufziehend razzing
augenblicklich momentarily
aus debarsschliesst
ausarbeiten elaborate
ausarbeitend elaborating
ausbessern darn
ausbessernd darning
ausbeuten exploit
ausbeutend exploiting
ausbrechen erupt
ausbrechend eruptimg
ausbrueten incubate
ausbruetend incubating
ausdauern persevere
ausdauernd perseverely
